x y rho u v
0 0 1.024510e+00 -3.368341e-03 -3.334381e-03
1 0 1.024513e+00 -3.362091e-03 -3.333190e-03
2 0 1.024515e+00 -3.358648e-03 -3.332942e-03
3 0 1.024516e+00 -3.353333e-03 -3.333214e-03
4 0 1.024516e+00 -3.350165e-03 -3.333755e-03
5 0 1.024516e+00 -3.345110e-03 -3.334005e-03
6 0 1.024516e+00 -3.342383e-03 -3.334315e-03
7 0 1.024515e+00 -3.337667e-03 -3.334698e-03
8 0 1.024514e+00 -3.335664e-03 -3.334895e-03
9 0 1.024512e+00 -3.331128e-03 -3.335238e-03
10 0 1.024509e+00 -3.329197e-03 -3.335313e-03
11 0 1.024506e+00 -3.324803e-03 -3.335561e-03
12 0 1.024503e+00 -3.323167e-03 -3.335893e-03
13 0 1.024500e+00 -3.319109e-03 -3.335897e-03
14 0 1.024497e+00 -3.317389e-03 -3.336203e-03
15 0 1.024494e+00 -3.313306e-03 -3.336146e-03
16 0 1.024490e+00 -3.311754e-03 -3.336175e-03
17 0 1.024487e+00 -3.307855e-03 -3.336008e-03
18 0 1.024485e+00 -3.306150e-03 -3.336147e-03
19 0 1.024481e+00 -3.302112e-03 -3.336151e-03
20 0 1.024477e+00 -3.300150e-03 -3.336348e-03
21 0 1.024474e+00 -3.295998e-03 -3.336471e-03
22 0 1.024470e+00 -3.294685e-03 -3.336788e-03
23 0 1.024467e+00 -3.291156e-03 -3.336924e-03
24 0 1.024464e+00 -3.289824e-03 -3.337031e-03
25 0 1.024461e+00 -3.286849e-03 -3.337307e-03
26 0 1.024458e+00 -3.286259e-03 -3.337322e-03
27 0 1.024454e+00 -3.283700e-03 -3.337174e-03
28 0 1.024452e+00 -3.283566e-03 -3.337246e-03
29 0 1.024449e+00 -3.281960e-03 -3.337496e-03
30 0 1.024447e+00 -3.282597e-03 -3.337685e-03
31 0 1.024446e+00 -3.281435e-03 -3.337678e-03
32 0 1.024444e+00 -3.282342e-03 -3.337695e-03
