x y rho u v
0 0 1.007248e+00 -1.579829e-03 -8.736003e-05
1 0 1.007249e+00 -1.534803e-03 -6.322555e-05
2 0 1.007249e+00 -1.489154e-03 -4.157091e-05
3 0 1.007249e+00 -1.441823e-03 -2.206883e-05
4 0 1.007249e+00 -1.394447e-03 -4.582417e-06
5 0 1.007249e+00 -1.345356e-03 1.082360e-05
6 0 1.007249e+00 -1.296697e-03 2.395321e-05
7 0 1.007249e+00 -1.246771e-03 3.524652e-05
8 0 1.007249e+00 -1.196686e-03 4.437991e-05
9 0 1.007249e+00 -1.145292e-03 5.154757e-05
10 0 1.007249e+00 -1.094365e-03 5.618731e-05
11 0 1.007249e+00 -1.042620e-03 5.866899e-05
12 0 1.007249e+00 -9.909503e-04 5.903143e-05
13 0 1.007249e+00 -9.386132e-04 5.744664e-05
14 0 1.007250e+00 -8.869264e-04 5.396264e-05
15 0 1.007249e+00 -8.352607e-04 4.826884e-05
16 0 1.007249e+00 -7.842683e-04 4.091998e-05
17 0 1.007249e+00 -7.335436e-04 3.156838e-05
18 0 1.007249e+00 -6.841783e-04 1.973694e-05
19 0 1.007249e+00 -6.353231e-04 5.447862e-06
20 0 1.007249e+00 -5.879659e-04 -1.111763e-05
21 0 1.007249e+00 -5.405068e-04 -2.962851e-05
22 0 1.007249e+00 -4.941427e-04 -5.005707e-05
23 0 1.007249e+00 -4.481447e-04 -7.251608e-05
24 0 1.007249e+00 -4.042845e-04 -9.707030e-05
25 0 1.007249e+00 -3.608146e-04 -1.237050e-04
26 0 1.007249e+00 -3.193695e-04 -1.526289e-04
27 0 1.007249e+00 -2.790134e-04 -1.833559e-04
28 0 1.007248e+00 -2.410560e-04 -2.153978e-04
29 0 1.007249e+00 -2.045482e-04 -2.489891e-04
30 0 1.007249e+00 -1.696974e-04 -2.842542e-04
31 0 1.007249e+00 -1.362964e-04 -3.218547e-04
32 0 1.007249e+00 -1.052606e-04 -3.606759e-04
33 0 1.007249e+00 -7.640322e-05 -4.005455e-04
34 0 1.007248e+00 -4.978713e-05 -4.412142e-04
35 0 1.007248e+00 -2.506647e-05 -4.829220e-04
36 0 1.007248e+00 -3.175147e-06 -5.255155e-04
37 0 1.007249e+00 1.674118e-05 -5.680664e-04
38 0 1.007248e+00 3.367653e-05 -6.112148e-04
39 0 1.007249e+00 4.815977e-05 -6.545424e-04
40 0 1.007249e+00 5.970089e-05 -6.978516e-04
41 0 1.007248e+00 6.859390e-05 -7.412516e-04
42 0 1.007248e+00 7.414351e-05 -7.855709e-04
43 0 1.007248e+00 7.779762e-05 -8.298678e-04
44 0 1.007248e+00 7.875552e-05 -8.737206e-04
45 0 1.007248e+00 7.789560e-05 -9.167393e-04
46 0 1.007248e+00 7.354988e-05 -9.593439e-04
47 0 1.007248e+00 6.774510e-05 -1.001656e-03
48 0 1.007248e+00 5.817343e-05 -1.043730e-03
49 0 1.007249e+00 4.690045e-05 -1.085377e-03
50 0 1.007248e+00 3.221009e-05 -1.126869e-03
51 0 1.007248e+00 1.589978e-05 -1.168003e-03
52 0 1.007248e+00 -4.608310e-06 -1.207884e-03
