x y rho u v
0 0 1.029315e+00 -4.111781e-03 -4.272196e-03
1 0 1.029307e+00 -4.120524e-03 -4.278076e-03
2 0 1.029301e+00 -4.129509e-03 -4.281777e-03
3 0 1.029296e+00 -4.138288e-03 -4.283062e-03
4 0 1.029294e+00 -4.145972e-03 -4.283337e-03
5 0 1.029292e+00 -4.154379e-03 -4.283411e-03
6 0 1.029292e+00 -4.162140e-03 -4.283255e-03
7 0 1.029293e+00 -4.170000e-03 -4.283411e-03
8 0 1.029295e+00 -4.177132e-03 -4.283223e-03
9 0 1.029297e+00 -4.183952e-03 -4.282998e-03
10 0 1.029298e+00 -4.189880e-03 -4.282898e-03
11 0 1.029302e+00 -4.195591e-03 -4.282910e-03
12 0 1.029306e+00 -4.200876e-03 -4.282868e-03
13 0 1.029310e+00 -4.206288e-03 -4.282626e-03
14 0 1.029315e+00 -4.211119e-03 -4.282636e-03
15 0 1.029319e+00 -4.216008e-03 -4.282201e-03
16 0 1.029324e+00 -4.219761e-03 -4.282193e-03
17 0 1.029328e+00 -4.224283e-03 -4.281963e-03
18 0 1.029334e+00 -4.228055e-03 -4.281907e-03
19 0 1.029338e+00 -4.232418e-03 -4.281984e-03
20 0 1.029344e+00 -4.235911e-03 -4.281810e-03
21 0 1.029349e+00 -4.240163e-03 -4.281695e-03
22 0 1.029355e+00 -4.243318e-03 -4.281403e-03
23 0 1.029359e+00 -4.247391e-03 -4.281386e-03
24 0 1.029365e+00 -4.250432e-03 -4.281601e-03
25 0 1.029371e+00 -4.254159e-03 -4.281367e-03
26 0 1.029376e+00 -4.257219e-03 -4.281030e-03
27 0 1.029382e+00 -4.260513e-03 -4.280779e-03
28 0 1.029388e+00 -4.263245e-03 -4.280598e-03
29 0 1.029394e+00 -4.266098e-03 -4.280443e-03
30 0 1.029400e+00 -4.268496e-03 -4.280379e-03
31 0 1.029406e+00 -4.271200e-03 -4.280052e-03
32 0 1.029412e+00 -4.273491e-03 -4.279929e-03
33 0 1.029418e+00 -4.275782e-03 -4.279889e-03
34 0 1.029423e+00 -4.277241e-03 -4.279521e-03
35 0 1.029429e+00 -4.279327e-03 -4.279426e-03
36 0 1.029435e+00 -4.280559e-03 -4.279283e-03
37 0 1.029440e+00 -4.282481e-03 -4.279308e-03
38 0 1.029445e+00 -4.283352e-03 -4.279395e-03
39 0 1.029450e+00 -4.284779e-03 -4.279242e-03
40 0 1.029456e+00 -4.285096e-03 -4.279221e-03
41 0 1.029460e+00 -4.286156e-03 -4.279108e-03
42 0 1.029465e+00 -4.286302e-03 -4.279079e-03
43 0 1.029470e+00 -4.287139e-03 -4.279053e-03
44 0 1.029476e+00 -4.287252e-03 -4.278972e-03
45 0 1.029481e+00 -4.287860e-03 -4.279102e-03
46 0 1.029487e+00 -4.287470e-03 -4.279208e-03
47 0 1.029492e+00 -4.287775e-03 -4.279156e-03
48 0 1.029498e+00 -4.287200e-03 -4.279058e-03
49 0 1.029504e+00 -4.287434e-03 -4.278893e-03
50 0 1.029510e+00 -4.286497e-03 -4.278692e-03
51 0 1.029516e+00 -4.286624e-03 -4.278511e-03
52 0 1.029523e+00 -4.285629e-03 -4.278435e-03
53 0 1.029529e+00 -4.285071e-03 -4.278543e-03
54 0 1.029536e+00 -4.283699e-03 -4.278725e-03
55 0 1.029543e+00 -4.282653e-03 -4.278467e-03
56 0 1.029550e+00 -4.280976e-03 -4.278351e-03
57 0 1.029556e+00 -4.279182e-03 -4.278252e-03
58 0 1.029562e+00 -4.277049e-03 -4.278118e-03
59 0 1.029568e+00 -4.274887e-03 -4.277968e-03
60 0 1.029574e+00 -4.271737e-03 -4.277620e-03
61 0 1.029580e+00 -4.269127e-03 -4.277327e-03
62 0 1.029585e+00 -4.265744e-03 -4.277257e-03
63 0 1.029592e+00 -4.262608e-03 -4.276920e-03
64 0 1.029598e+00 -4.258952e-03 -4.276883e-03
65 0 1.029604e+00 -4.255167e-03 -4.276772e-03
66 0 1.029611e+00 -4.250963e-03 -4.276684e-03
67 0 1.029618e+00 -4.246892e-03 -4.276518e-03
68 0 1.029625e+00 -4.242256e-03 -4.276367e-03
69 0 1.029632e+00 -4.237647e-03 -4.276243e-03
70 0 1.029640e+00 -4.232468e-03 -4.276232e-03
71 0 1.029649e+00 -4.227263e-03 -4.276088e-03
72 0 1.029656e+00 -4.221469e-03 -4.276108e-03
73 0 1.029665e+00 -4.215132e-03 -4.275990e-03
74 0 1.029673e+00 -4.208542e-03 -4.275806e-03
75 0 1.029681e+00 -4.201790e-03 -4.275874e-03
76 0 1.029689e+00 -4.194886e-03 -4.275768e-03
77 0 1.029698e+00 -4.188190e-03 -4.275829e-03
78 0 1.029706e+00 -4.181242e-03 -4.275830e-03
79 0 1.029714e+00 -4.173935e-03 -4.275745e-03
80 0 1.029722e+00 -4.166308e-03 -4.275657e-03
81 0 1.029730e+00 -4.158785e-03 -4.275654e-03
82 0 1.029735e+00 -4.151534e-03 -4.275742e-03
83 0 1.029741e+00 -4.144312e-03 -4.276002e-03
84 0 1.029745e+00 -4.137092e-03 -4.275897e-03
85 0 1.029748e+00 -4.130795e-03 -4.276309e-03
86 0 1.029749e+00 -4.124679e-03 -4.276339e-03
87 0 1.029749e+00 -4.119076e-03 -4.276260e-03
88 0 1.029749e+00 -4.113480e-03 -4.276464e-03
89 0 1.029747e+00 -4.108470e-03 -4.276489e-03
90 0 1.029745e+00 -4.103578e-03 -4.276662e-03
91 0 1.029742e+00 -4.098737e-03 -4.277035e-03
92 0 1.029739e+00 -4.094578e-03 -4.277138e-03
93 0 1.029736e+00 -4.089612e-03 -4.276994e-03
94 0 1.029732e+00 -4.085689e-03 -4.277179e-03
95 0 1.029727e+00 -4.081360e-03 -4.277136e-03
96 0 1.029722e+00 -4.077224e-03 -4.277158e-03
97 0 1.029717e+00 -4.073099e-03 -4.276999e-03
98 0 1.029711e+00 -4.069343e-03 -4.277096e-03
99 0 1.029705e+00 -4.065347e-03 -4.277203e-03
100 0 1.029699e+00 -4.061930e-03 -4.277351e-03
101 0 1.029692e+00 -4.058366e-03 -4.277594e-03
102 0 1.029686e+00 -4.055055e-03 -4.277742e-03
103 0 1.029678e+00 -4.051931e-03 -4.277939e-03
104 0 1.029671e+00 -4.049101e-03 -4.278132e-03
105 0 1.029662e+00 -4.046686e-03 -4.278337e-03
106 0 1.029653e+00 -4.044312e-03 -4.278262e-03
107 0 1.029643e+00 -4.042547e-03 -4.278516e-03
108 0 1.029633e+00 -4.040987e-03 -4.278865e-03
109 0 1.029621e+00 -4.040144e-03 -4.278882e-03
110 0 1.029608e+00 -4.039737e-03 -4.278921e-03
111 0 1.029594e+00 -4.040505e-03 -4.279077e-03
112 0 1.029579e+00 -4.041348e-03 -4.279220e-03
113 0 1.029562e+00 -4.043006e-03 -4.279656e-03
114 0 1.029543e+00 -4.045083e-03 -4.279919e-03
115 0 1.029524e+00 -4.047723e-03 -4.280058e-03
116 0 1.029504e+00 -4.050272e-03 -4.280183e-03
117 0 1.029484e+00 -4.053313e-03 -4.280087e-03
118 0 1.029463e+00 -4.056493e-03 -4.280507e-03
119 0 1.029444e+00 -4.060407e-03 -4.280590e-03
120 0 1.029425e+00 -4.064503e-03 -4.280630e-03
121 0 1.029407e+00 -4.069526e-03 -4.280779e-03
122 0 1.029391e+00 -4.074547e-03 -4.281088e-03
123 0 1.029376e+00 -4.080688e-03 -4.281494e-03
124 0 1.029362e+00 -4.086344e-03 -4.282181e-03
125 0 1.029350e+00 -4.092181e-03 -4.282408e-03
126 0 1.029339e+00 -4.097802e-03 -4.277726e-03
127 0 1.029330e+00 -4.103499e-03 -4.273686e-03
0 1 1.029310e+00 -4.104043e-03 -4.267635e-03
1 1 1.029303e+00 -4.112741e-03 -4.273469e-03
2 1 1.029298e+00 -4.121482e-03 -4.277403e-03
3 1 1.029294e+00 -4.130712e-03 -4.279294e-03
4 1 1.029291e+00 -4.139984e-03 -4.279148e-03
5 1 1.029289e+00 -4.149928e-03 -4.279180e-03
6 1 1.029289e+00 -4.158935e-03 -4.279383e-03
7 1 1.029290e+00 -4.168019e-03 -4.279205e-03
8 1 1.029292e+00 -4.176326e-03 -4.278837e-03
9 1 1.029293e+00 -4.184082e-03 -4.278618e-03
10 1 1.029295e+00 -4.191234e-03 -4.278393e-03
11 1 1.029298e+00 -4.197860e-03 -4.278187e-03
12 1 1.029303e+00 -4.204385e-03 -4.278405e-03
13 1 1.029307e+00 -4.210635e-03 -4.278081e-03
14 1 1.029312e+00 -4.216052e-03 -4.278100e-03
15 1 1.029316e+00 -4.221580e-03 -4.277678e-03
16 1 1.029320e+00 -4.226231e-03 -4.277378e-03
