x y rho u v
0 0 1.051095e+00 -7.304184e-03 -7.290269e-03
1 0 1.051091e+00 -7.303210e-03 -7.294996e-03
2 0 1.051087e+00 -7.301700e-03 -7.295539e-03
3 0 1.051084e+00 -7.300009e-03 -7.295376e-03
4 0 1.051081e+00 -7.299403e-03 -7.295336e-03
5 0 1.051077e+00 -7.297861e-03 -7.295196e-03
6 0 1.051074e+00 -7.296816e-03 -7.295024e-03
7 0 1.051070e+00 -7.295575e-03 -7.295184e-03
8 0 1.051068e+00 -7.294946e-03 -7.294992e-03
9 0 1.051064e+00 -7.293439e-03 -7.294921e-03
10 0 1.051061e+00 -7.292639e-03 -7.294808e-03
11 0 1.051057e+00 -7.291189e-03 -7.294653e-03
12 0 1.051055e+00 -7.290665e-03 -7.294574e-03
13 0 1.051052e+00 -7.289501e-03 -7.294676e-03
14 0 1.051049e+00 -7.288699e-03 -7.294798e-03
15 0 1.051047e+00 -7.287303e-03 -7.294951e-03
16 0 1.051044e+00 -7.286332e-03 -7.294877e-03
17 0 1.051042e+00 -7.285081e-03 -7.294927e-03
18 0 1.051040e+00 -7.284346e-03 -7.294864e-03
19 0 1.051038e+00 -7.282829e-03 -7.294939e-03
20 0 1.051035e+00 -7.281589e-03 -7.295044e-03
21 0 1.051033e+00 -7.280441e-03 -7.294911e-03
22 0 1.051031e+00 -7.279214e-03 -7.294690e-03
23 0 1.051029e+00 -7.277909e-03 -7.294623e-03
24 0 1.051026e+00 -7.276229e-03 -7.294395e-03
25 0 1.051025e+00 -7.274805e-03 -7.294230e-03
26 0 1.051023e+00 -7.273246e-03 -7.294092e-03
27 0 1.051021e+00 -7.271850e-03 -7.294054e-03
28 0 1.051018e+00 -7.269929e-03 -7.294215e-03
29 0 1.051017e+00 -7.268945e-03 -7.294297e-03
30 0 1.051016e+00 -7.266951e-03 -7.294246e-03
31 0 1.051014e+00 -7.265341e-03 -7.294254e-03
32 0 1.051012e+00 -7.263830e-03 -7.294201e-03
33 0 1.051011e+00 -7.262118e-03 -7.294054e-03
34 0 1.051010e+00 -7.260292e-03 -7.293780e-03
35 0 1.051009e+00 -7.258310e-03 -7.293714e-03
36 0 1.051009e+00 -7.256333e-03 -7.293641e-03
37 0 1.051008e+00 -7.254406e-03 -7.293432e-03
38 0 1.051008e+00 -7.252632e-03 -7.293361e-03
39 0 1.051009e+00 -7.250867e-03 -7.293283e-03
40 0 1.051010e+00 -7.248615e-03 -7.293070e-03
41 0 1.051010e+00 -7.246957e-03 -7.293009e-03
42 0 1.051012e+00 -7.244627e-03 -7.293084e-03
43 0 1.051014e+00 -7.243121e-03 -7.293124e-03
44 0 1.051017e+00 -7.241194e-03 -7.292870e-03
45 0 1.051020e+00 -7.239917e-03 -7.292701e-03
46 0 1.051023e+00 -7.238205e-03 -7.292768e-03
47 0 1.051026e+00 -7.236597e-03 -7.292707e-03
48 0 1.051031e+00 -7.234470e-03 -7.292792e-03
49 0 1.051034e+00 -7.232981e-03 -7.292763e-03
50 0 1.051039e+00 -7.231031e-03 -7.293020e-03
51 0 1.051044e+00 -7.229798e-03 -7.292921e-03
52 0 1.051050e+00 -7.228481e-03 -7.293198e-03
53 0 1.051056e+00 -7.226870e-03 -7.293176e-03
54 0 1.051062e+00 -7.225055e-03 -7.293026e-03
55 0 1.051068e+00 -7.223483e-03 -7.292948e-03
56 0 1.051073e+00 -7.222634e-03 -7.292619e-03
57 0 1.051079e+00 -7.221573e-03 -7.292580e-03
58 0 1.051085e+00 -7.220871e-03 -7.292523e-03
59 0 1.051092e+00 -7.220263e-03 -7.292647e-03
60 0 1.051098e+00 -7.219859e-03 -7.292622e-03
61 0 1.051104e+00 -7.219334e-03 -7.292375e-03
62 0 1.051111e+00 -7.218938e-03 -7.292199e-03
63 0 1.051116e+00 -7.218506e-03 -7.292073e-03
64 0 1.051122e+00 -7.218385e-03 -7.292034e-03
65 0 1.051128e+00 -7.218140e-03 -7.291954e-03
66 0 1.051134e+00 -7.218207e-03 -7.292008e-03
67 0 1.051140e+00 -7.218141e-03 -7.292056e-03
68 0 1.051145e+00 -7.218174e-03 -7.291980e-03
69 0 1.051151e+00 -7.218189e-03 -7.292099e-03
70 0 1.051156e+00 -7.218276e-03 -7.292264e-03
71 0 1.051161e+00 -7.218369e-03 -7.292375e-03
72 0 1.051166e+00 -7.218730e-03 -7.292333e-03
73 0 1.051171e+00 -7.219230e-03 -7.292612e-03
74 0 1.051175e+00 -7.219859e-03 -7.292444e-03
75 0 1.051179e+00 -7.220561e-03 -7.292432e-03
76 0 1.051183e+00 -7.221217e-03 -7.292430e-03
77 0 1.051186e+00 -7.222437e-03 -7.292349e-03
78 0 1.051189e+00 -7.223470e-03 -7.292359e-03
79 0 1.051193e+00 -7.224830e-03 -7.292550e-03
80 0 1.051196e+00 -7.226494e-03 -7.292624e-03
81 0 1.051200e+00 -7.228245e-03 -7.292741e-03
82 0 1.051202e+00 -7.229994e-03 -7.292920e-03
83 0 1.051205e+00 -7.232300e-03 -7.293173e-03
84 0 1.051208e+00 -7.234626e-03 -7.293448e-03
85 0 1.051210e+00 -7.237043e-03 -7.293487e-03
86 0 1.051211e+00 -7.239255e-03 -7.293507e-03
87 0 1.051212e+00 -7.241743e-03 -7.293498e-03
88 0 1.051213e+00 -7.244137e-03 -7.293626e-03
89 0 1.051215e+00 -7.247043e-03 -7.293607e-03
90 0 1.051215e+00 -7.249875e-03 -7.293510e-03
91 0 1.051215e+00 -7.252311e-03 -7.293534e-03
92 0 1.051215e+00 -7.255247e-03 -7.293687e-03
93 0 1.051214e+00 -7.257573e-03 -7.293716e-03
94 0 1.051212e+00 -7.260669e-03 -7.293789e-03
95 0 1.051211e+00 -7.263237e-03 -7.293870e-03
96 0 1.051209e+00 -7.265899e-03 -7.293732e-03
97 0 1.051208e+00 -7.268218e-03 -7.293789e-03
98 0 1.051206e+00 -7.270476e-03 -7.293821e-03
99 0 1.051203e+00 -7.272723e-03 -7.293751e-03
100 0 1.051200e+00 -7.274659e-03 -7.293775e-03
101 0 1.051196e+00 -7.277015e-03 -7.293865e-03
102 0 1.051193e+00 -7.278918e-03 -7.293700e-03
103 0 1.051190e+00 -7.281211e-03 -7.293776e-03
104 0 1.051185e+00 -7.283155e-03 -7.293773e-03
105 0 1.051181e+00 -7.285501e-03 -7.293914e-03
106 0 1.051177e+00 -7.287358e-03 -7.294141e-03
107 0 1.051171e+00 -7.289298e-03 -7.294229e-03
108 0 1.051166e+00 -7.290951e-03 -7.294184e-03
109 0 1.051161e+00 -7.292760e-03 -7.294117e-03
110 0 1.051157e+00 -7.294238e-03 -7.294237e-03
111 0 1.051152e+00 -7.296082e-03 -7.294136e-03
112 0 1.051148e+00 -7.297262e-03 -7.294274e-03
113 0 1.051145e+00 -7.298537e-03 -7.294310e-03
114 0 1.051141e+00 -7.299447e-03 -7.294574e-03
115 0 1.051137e+00 -7.300485e-03 -7.294730e-03
116 0 1.051134e+00 -7.301401e-03 -7.294877e-03
117 0 1.051131e+00 -7.302463e-03 -7.294958e-03
118 0 1.051128e+00 -7.302978e-03 -7.294904e-03
119 0 1.051125e+00 -7.303866e-03 -7.294733e-03
120 0 1.051122e+00 -7.304179e-03 -7.294634e-03
121 0 1.051119e+00 -7.304792e-03 -7.294716e-03
122 0 1.051116e+00 -7.304785e-03 -7.294736e-03
123 0 1.051114e+00 -7.305293e-03 -7.294838e-03
124 0 1.051111e+00 -7.305299e-03 -7.295368e-03
125 0 1.051108e+00 -7.304875e-03 -7.295943e-03
126 0 1.051103e+00 -7.303868e-03 -7.294375e-03
127 0 1.051100e+00 -7.303984e-03 -7.290132e-03
0 1 1.051096e+00 -7.305122e-03 -7.289917e-03
1 1 1.051092e+00 -7.304012e-03 -7.295359e-03
2 1 1.051088e+00 -7.302692e-03 -7.296144e-03
3 1 1.051085e+00 -7.301131e-03 -7.295666e-03
4 1 1.051082e+00 -7.300215e-03 -7.295287e-03
5 1 1.051078e+00 -7.298542e-03 -7.295269e-03
6 1 1.051074e+00 -7.297548e-03 -7.295279e-03
7 1 1.051071e+00 -7.295912e-03 -7.295358e-03
8 1 1.051068e+00 -7.295305e-03 -7.295390e-03
9 1 1.051065e+00 -7.293906e-03 -7.295216e-03
10 1 1.051062e+00 -7.293108e-03 -7.295228e-03
11 1 1.051058e+00 -7.291597e-03 -7.295195e-03
12 1 1.051056e+00 -7.290957e-03 -7.295070e-03
13 1 1.051053e+00 -7.289584e-03 -7.295073e-03
14 1 1.051051e+00 -7.289057e-03 -7.295125e-03
15 1 1.051049e+00 -7.287529e-03 -7.295271e-03
16 1 1.051046e+00 -7.286617e-03 -7.295502e-03
17 1 1.051044e+00 -7.285438e-03 -7.295592e-03
18 1 1.051042e+00 -7.284762e-03 -7.295332e-03
19 1 1.051039e+00 -7.283231e-03 -7.295114e-03
20 1 1.051037e+00 -7.282086e-03 -7.295025e-03
21 1 1.051034e+00 -7.280830e-03 -7.294883e-03
22 1 1.051033e+00 -7.279478e-03 -7.294659e-03
23 1 1.051030e+00 -7.278136e-03 -7.294616e-03
24 1 1.051029e+00 -7.276428e-03 -7.294372e-03
25 1 1.051027e+00 -7.275041e-03 -7.294358e-03
26 1 1.051025e+00 -7.273409e-03 -7.294109e-03
27 1 1.051023e+00 -7.272049e-03 -7.294117e-03
28 1 1.051021e+00 -7.270108e-03 -7.294283e-03
29 1 1.051019e+00 -7.268969e-03 -7.294165e-03
30 1 1.051018e+00 -7.267025e-03 -7.294148e-03
31 1 1.051016e+00 -7.265697e-03 -7.293992e-03
32 1 1.051015e+00 -7.264005e-03 -7.293787e-03
33 1 1.051013e+00 -7.262474e-03 -7.293769e-03
34 1 1.051012e+00 -7.260642e-03 -7.293790e-03
35 1 1.051011e+00 -7.258886e-03 -7.293776e-03
36 1 1.051010e+00 -7.256627e-03 -7.293855e-03
37 1 1.051010e+00 -7.254761e-03 -7.293876e-03
38 1 1.051010e+00 -7.252917e-03 -7.293805e-03
