x y rho u v
0 0 1.007400e+00 -1.546571e-03 -1.526449e-04
1 0 1.007399e+00 -1.501897e-03 -1.322749e-04
2 0 1.007399e+00 -1.456956e-03 -1.138888e-04
3 0 1.007400e+00 -1.410280e-03 -9.729985e-05
4 0 1.007400e+00 -1.363349e-03 -8.249332e-05
5 0 1.007400e+00 -1.314990e-03 -6.967631e-05
6 0 1.007400e+00 -1.266961e-03 -5.890239e-05
7 0 1.007400e+00 -1.217758e-03 -5.024557e-05
8 0 1.007400e+00 -1.168696e-03 -4.316033e-05
9 0 1.007400e+00 -1.118713e-03 -3.816073e-05
10 0 1.007401e+00 -1.068857e-03 -3.510993e-05
11 0 1.007401e+00 -1.018933e-03 -3.383599e-05
12 0 1.007401e+00 -9.692496e-04 -3.456634e-05
13 0 1.007401e+00 -9.195496e-04 -3.755241e-05
14 0 1.007401e+00 -8.703375e-04 -4.265923e-05
15 0 1.007401e+00 -8.211992e-04 -4.963719e-05
16 0 1.007401e+00 -7.722739e-04 -5.828848e-05
17 0 1.007401e+00 -7.233745e-04 -6.874806e-05
18 0 1.007401e+00 -6.747876e-04 -8.074043e-05
19 0 1.007401e+00 -6.268217e-04 -9.507170e-05
20 0 1.007401e+00 -5.801134e-04 -1.113315e-04
21 0 1.007401e+00 -5.340467e-04 -1.296215e-04
22 0 1.007401e+00 -4.891373e-04 -1.499027e-04
23 0 1.007400e+00 -4.452892e-04 -1.722086e-04
24 0 1.007400e+00 -4.032847e-04 -1.961029e-04
25 0 1.007400e+00 -3.625448e-04 -2.216852e-04
26 0 1.007400e+00 -3.235132e-04 -2.490554e-04
27 0 1.007399e+00 -2.858480e-04 -2.781045e-04
28 0 1.007399e+00 -2.506197e-04 -3.085589e-04
29 0 1.007399e+00 -2.163308e-04 -3.405073e-04
30 0 1.007399e+00 -1.844121e-04 -3.738921e-04
31 0 1.007399e+00 -1.537636e-04 -4.087765e-04
32 0 1.007399e+00 -1.256094e-04 -4.451677e-04
33 0 1.007399e+00 -9.906197e-05 -4.825908e-04
34 0 1.007399e+00 -7.503098e-05 -5.208311e-04
35 0 1.007399e+00 -5.246068e-05 -5.593859e-04
36 0 1.007398e+00 -3.263239e-05 -5.987025e-04
37 0 1.007398e+00 -1.439420e-05 -6.384350e-04
38 0 1.007398e+00 6.231016e-07 -6.783450e-04
39 0 1.007398e+00 1.386355e-05 -7.184178e-04
40 0 1.007398e+00 2.368896e-05 -7.579966e-04
41 0 1.007398e+00 3.134183e-05 -7.975554e-04
42 0 1.007398e+00 3.530971e-05 -8.376151e-04
43 0 1.007398e+00 3.678518e-05 -8.778225e-04
44 0 1.007398e+00 3.558704e-05 -9.171813e-04
45 0 1.007399e+00 3.218308e-05 -9.557354e-04
46 0 1.007399e+00 2.580971e-05 -9.939594e-04
47 0 1.007399e+00 1.733589e-05 -1.032077e-03
48 0 1.007398e+00 5.251063e-06 -1.070204e-03
