x y rho u v
0 0 1.030983e+00 -4.396050e-03 -4.491466e-03
1 0 1.030972e+00 -4.396617e-03 -4.500719e-03
2 0 1.030961e+00 -4.396514e-03 -4.503594e-03
3 0 1.030951e+00 -4.395257e-03 -4.504254e-03
4 0 1.030940e+00 -4.394128e-03 -4.503951e-03
5 0 1.030930e+00 -4.392876e-03 -4.503872e-03
6 0 1.030920e+00 -4.391876e-03 -4.503804e-03
7 0 1.030911e+00 -4.390596e-03 -4.503857e-03
8 0 1.030902e+00 -4.389330e-03 -4.503722e-03
9 0 1.030893e+00 -4.387983e-03 -4.503693e-03
10 0 1.030884e+00 -4.386126e-03 -4.503513e-03
11 0 1.030875e+00 -4.384599e-03 -4.503212e-03
12 0 1.030867e+00 -4.382438e-03 -4.503010e-03
13 0 1.030858e+00 -4.380025e-03 -4.502829e-03
14 0 1.030849e+00 -4.377662e-03 -4.502830e-03
15 0 1.030840e+00 -4.375272e-03 -4.502891e-03
16 0 1.030833e+00 -4.373473e-03 -4.503183e-03
17 0 1.030828e+00 -4.372363e-03 -4.503423e-03
18 0 1.030824e+00 -4.371743e-03 -4.503690e-03
19 0 1.030822e+00 -4.371509e-03 -4.503840e-03
20 0 1.030820e+00 -4.371519e-03 -4.504015e-03
21 0 1.030820e+00 -4.372153e-03 -4.504178e-03
22 0 1.030819e+00 -4.373211e-03 -4.504090e-03
23 0 1.030821e+00 -4.374325e-03 -4.504249e-03
24 0 1.030823e+00 -4.375815e-03 -4.504623e-03
25 0 1.030826e+00 -4.377695e-03 -4.504678e-03
26 0 1.030830e+00 -4.380063e-03 -4.504404e-03
27 0 1.030835e+00 -4.382603e-03 -4.504493e-03
28 0 1.030841e+00 -4.385431e-03 -4.504622e-03
29 0 1.030847e+00 -4.388526e-03 -4.504578e-03
30 0 1.030854e+00 -4.391873e-03 -4.504385e-03
31 0 1.030861e+00 -4.395471e-03 -4.504022e-03
32 0 1.030868e+00 -4.398449e-03 -4.503978e-03
33 0 1.030876e+00 -4.401822e-03 -4.504195e-03
34 0 1.030883e+00 -4.404984e-03 -4.503882e-03
35 0 1.030890e+00 -4.407911e-03 -4.504034e-03
36 0 1.030896e+00 -4.410619e-03 -4.504032e-03
37 0 1.030903e+00 -4.413121e-03 -4.503963e-03
38 0 1.030909e+00 -4.415313e-03 -4.503874e-03
39 0 1.030916e+00 -4.417209e-03 -4.503704e-03
40 0 1.030922e+00 -4.418998e-03 -4.503725e-03
41 0 1.030929e+00 -4.420849e-03 -4.503710e-03
42 0 1.030936e+00 -4.422483e-03 -4.503646e-03
43 0 1.030943e+00 -4.423934e-03 -4.503516e-03
44 0 1.030950e+00 -4.425100e-03 -4.503501e-03
45 0 1.030957e+00 -4.426315e-03 -4.503449e-03
46 0 1.030964e+00 -4.427198e-03 -4.503501e-03
47 0 1.030971e+00 -4.428373e-03 -4.503399e-03
48 0 1.030979e+00 -4.429546e-03 -4.503280e-03
49 0 1.030987e+00 -4.431005e-03 -4.503047e-03
50 0 1.030996e+00 -4.431803e-03 -4.503054e-03
51 0 1.031005e+00 -4.433136e-03 -4.502971e-03
52 0 1.031015e+00 -4.433831e-03 -4.502998e-03
53 0 1.031026e+00 -4.434905e-03 -4.503015e-03
54 0 1.031036e+00 -4.435387e-03 -4.502919e-03
55 0 1.031047e+00 -4.435951e-03 -4.502776e-03
56 0 1.031058e+00 -4.436045e-03 -4.502948e-03
57 0 1.031069e+00 -4.436373e-03 -4.502926e-03
58 0 1.031080e+00 -4.436390e-03 -4.502993e-03
59 0 1.031092e+00 -4.436356e-03 -4.502911e-03
60 0 1.031103e+00 -4.435756e-03 -4.502628e-03
61 0 1.031114e+00 -4.434918e-03 -4.502334e-03
62 0 1.031124e+00 -4.433849e-03 -4.502184e-03
63 0 1.031135e+00 -4.432190e-03 -4.502005e-03
64 0 1.031146e+00 -4.430722e-03 -4.501958e-03
65 0 1.031157e+00 -4.428490e-03 -4.501756e-03
66 0 1.031168e+00 -4.426265e-03 -4.501689e-03
67 0 1.031179e+00 -4.423314e-03 -4.501612e-03
68 0 1.031190e+00 -4.420579e-03 -4.501489e-03
69 0 1.031202e+00 -4.417567e-03 -4.501389e-03
70 0 1.031214e+00 -4.414110e-03 -4.501358e-03
71 0 1.031226e+00 -4.410300e-03 -4.501418e-03
72 0 1.031239e+00 -4.406234e-03 -4.501440e-03
73 0 1.031251e+00 -4.402174e-03 -4.501537e-03
74 0 1.031263e+00 -4.397900e-03 -4.501423e-03
75 0 1.031276e+00 -4.393545e-03 -4.501428e-03
76 0 1.031288e+00 -4.389198e-03 -4.501348e-03
77 0 1.031300e+00 -4.384398e-03 -4.501303e-03
78 0 1.031312e+00 -4.379862e-03 -4.501319e-03
79 0 1.031323e+00 -4.375503e-03 -4.501304e-03
80 0 1.031332e+00 -4.371431e-03 -4.501380e-03
81 0 1.031341e+00 -4.367792e-03 -4.501624e-03
82 0 1.031350e+00 -4.364476e-03 -4.501853e-03
83 0 1.031356e+00 -4.361968e-03 -4.502021e-03
84 0 1.031362e+00 -4.359850e-03 -4.502223e-03
85 0 1.031366e+00 -4.358103e-03 -4.502344e-03
86 0 1.031370e+00 -4.356475e-03 -4.502432e-03
87 0 1.031371e+00 -4.354868e-03 -4.502433e-03
88 0 1.031372e+00 -4.354180e-03 -4.502672e-03
89 0 1.031373e+00 -4.352993e-03 -4.502469e-03
90 0 1.031373e+00 -4.352742e-03 -4.502580e-03
91 0 1.031372e+00 -4.351716e-03 -4.502617e-03
92 0 1.031371e+00 -4.351343e-03 -4.502777e-03
93 0 1.031370e+00 -4.350697e-03 -4.502568e-03
94 0 1.031368e+00 -4.351212e-03 -4.502601e-03
95 0 1.031364e+00 -4.351021e-03 -4.502370e-03
96 0 1.031360e+00 -4.351988e-03 -4.502398e-03
97 0 1.031356e+00 -4.352388e-03 -4.502542e-03
98 0 1.031350e+00 -4.354347e-03 -4.502635e-03
99 0 1.031343e+00 -4.355749e-03 -4.502773e-03
100 0 1.031334e+00 -4.358392e-03 -4.502961e-03
101 0 1.031324e+00 -4.360519e-03 -4.503186e-03
102 0 1.031313e+00 -4.363352e-03 -4.503132e-03
103 0 1.031301e+00 -4.366245e-03 -4.503213e-03
104 0 1.031289e+00 -4.369142e-03 -4.503345e-03
105 0 1.031277e+00 -4.372450e-03 -4.503414e-03
106 0 1.031265e+00 -4.375553e-03 -4.503559e-03
107 0 1.031252e+00 -4.378387e-03 -4.503802e-03
108 0 1.031238e+00 -4.381095e-03 -4.503736e-03
109 0 1.031225e+00 -4.383620e-03 -4.503886e-03
110 0 1.031212e+00 -4.385725e-03 -4.503864e-03
111 0 1.031199e+00 -4.388014e-03 -4.503853e-03
112 0 1.031186e+00 -4.389589e-03 -4.503779e-03
113 0 1.031174e+00 -4.391578e-03 -4.503716e-03
114 0 1.031161e+00 -4.392968e-03 -4.503631e-03
115 0 1.031149e+00 -4.394318e-03 -4.503615e-03
116 0 1.031137e+00 -4.395255e-03 -4.503631e-03
117 0 1.031124e+00 -4.396156e-03 -4.503669e-03
118 0 1.031112e+00 -4.396808e-03 -4.503546e-03
119 0 1.031100e+00 -4.397469e-03 -4.503381e-03
120 0 1.031088e+00 -4.397934e-03 -4.503361e-03
121 0 1.031075e+00 -4.398284e-03 -4.503169e-03
122 0 1.031064e+00 -4.398581e-03 -4.502975e-03
123 0 1.031052e+00 -4.398972e-03 -4.502970e-03
124 0 1.031040e+00 -4.398921e-03 -4.503748e-03
125 0 1.031028e+00 -4.397891e-03 -4.504203e-03
126 0 1.031016e+00 -4.396239e-03 -4.500118e-03
127 0 1.031004e+00 -4.395781e-03 -4.492602e-03
0 1 1.030983e+00 -4.391337e-03 -4.489307e-03
1 1 1.030973e+00 -4.390449e-03 -4.499322e-03
2 1 1.030962e+00 -4.389639e-03 -4.502690e-03
3 1 1.030951e+00 -4.387903e-03 -4.503250e-03
4 1 1.030941e+00 -4.386668e-03 -4.502619e-03
5 1 1.030930e+00 -4.385355e-03 -4.502930e-03
6 1 1.030921e+00 -4.384231e-03 -4.503079e-03
7 1 1.030912e+00 -4.383041e-03 -4.502880e-03
8 1 1.030902e+00 -4.381889e-03 -4.502591e-03
9 1 1.030893e+00 -4.380588e-03 -4.502310e-03
10 1 1.030884e+00 -4.379054e-03 -4.502167e-03
11 1 1.030875e+00 -4.377259e-03 -4.502113e-03
12 1 1.030867e+00 -4.375290e-03 -4.501903e-03
13 1 1.030858e+00 -4.372939e-03 -4.501712e-03
14 1 1.030850e+00 -4.370643e-03 -4.501835e-03
15 1 1.030842e+00 -4.368483e-03 -4.501976e-03
16 1 1.030835e+00 -4.366974e-03 -4.502323e-03
17 1 1.030830e+00 -4.365953e-03 -4.502424e-03
18 1 1.030826e+00 -4.365643e-03 -4.502728e-03
19 1 1.030823e+00 -4.365793e-03 -4.502902e-03
20 1 1.030822e+00 -4.366260e-03 -4.502908e-03
21 1 1.030821e+00 -4.367501e-03 -4.502922e-03
22 1 1.030821e+00 -4.368985e-03 -4.502927e-03
23 1 1.030822e+00 -4.370945e-03 -4.503129e-03
24 1 1.030824e+00 -4.373128e-03 -4.503072e-03
25 1 1.030827e+00 -4.375726e-03 -4.503068e-03
