x y rho u v
0 0 1.044332e+00 -6.211697e-03 -6.285675e-03
1 0 1.044325e+00 -6.212329e-03 -6.287923e-03
2 0 1.044318e+00 -6.213114e-03 -6.289643e-03
3 0 1.044310e+00 -6.212920e-03 -6.290272e-03
4 0 1.044303e+00 -6.212547e-03 -6.290325e-03
5 0 1.044295e+00 -6.212230e-03 -6.290582e-03
6 0 1.044287e+00 -6.212337e-03 -6.290592e-03
7 0 1.044279e+00 -6.212360e-03 -6.290708e-03
8 0 1.044270e+00 -6.212341e-03 -6.290596e-03
9 0 1.044263e+00 -6.212488e-03 -6.290597e-03
10 0 1.044254e+00 -6.212827e-03 -6.290456e-03
11 0 1.044246e+00 -6.212851e-03 -6.290521e-03
12 0 1.044238e+00 -6.213272e-03 -6.290531e-03
13 0 1.044232e+00 -6.213452e-03 -6.290337e-03
14 0 1.044225e+00 -6.214071e-03 -6.290200e-03
15 0 1.044217e+00 -6.214592e-03 -6.290133e-03
16 0 1.044211e+00 -6.215541e-03 -6.290299e-03
17 0 1.044203e+00 -6.216451e-03 -6.290443e-03
18 0 1.044196e+00 -6.217485e-03 -6.290596e-03
19 0 1.044190e+00 -6.218336e-03 -6.290536e-03
20 0 1.044184e+00 -6.219372e-03 -6.290618e-03
21 0 1.044178e+00 -6.220356e-03 -6.290619e-03
22 0 1.044172e+00 -6.221497e-03 -6.290589e-03
23 0 1.044166e+00 -6.222873e-03 -6.290591e-03
24 0 1.044162e+00 -6.224532e-03 -6.290649e-03
25 0 1.044157e+00 -6.226262e-03 -6.290744e-03
26 0 1.044152e+00 -6.227723e-03 -6.290828e-03
27 0 1.044147e+00 -6.229450e-03 -6.290884e-03
28 0 1.044142e+00 -6.231202e-03 -6.290871e-03
29 0 1.044139e+00 -6.233315e-03 -6.290912e-03
30 0 1.044135e+00 -6.235301e-03 -6.290997e-03
31 0 1.044132e+00 -6.237629e-03 -6.290628e-03
32 0 1.044130e+00 -6.239424e-03 -6.290583e-03
33 0 1.044128e+00 -6.241624e-03 -6.290452e-03
34 0 1.044126e+00 -6.243480e-03 -6.290311e-03
35 0 1.044125e+00 -6.245677e-03 -6.290300e-03
36 0 1.044124e+00 -6.247392e-03 -6.290267e-03
37 0 1.044124e+00 -6.249474e-03 -6.289984e-03
38 0 1.044123e+00 -6.251228e-03 -6.290030e-03
39 0 1.044124e+00 -6.253568e-03 -6.290181e-03
40 0 1.044125e+00 -6.255884e-03 -6.290148e-03
41 0 1.044126e+00 -6.258447e-03 -6.290138e-03
42 0 1.044128e+00 -6.260465e-03 -6.290052e-03
43 0 1.044129e+00 -6.262591e-03 -6.289976e-03
