x y rho u v
0 0 1.020128e+00 -2.851792e-03 -2.829874e-03
1 0 1.020130e+00 -2.853441e-03 -2.829317e-03
2 0 1.020132e+00 -2.850584e-03 -2.829586e-03
3 0 1.020133e+00 -2.852180e-03 -2.829758e-03
4 0 1.020134e+00 -2.849463e-03 -2.829795e-03
5 0 1.020135e+00 -2.851363e-03 -2.829608e-03
6 0 1.020136e+00 -2.848536e-03 -2.829096e-03
7 0 1.020137e+00 -2.851077e-03 -2.828702e-03
8 0 1.020138e+00 -2.847823e-03 -2.828252e-03
9 0 1.020138e+00 -2.850557e-03 -2.827509e-03
10 0 1.020138e+00 -2.846709e-03 -2.826964e-03
11 0 1.020139e+00 -2.849017e-03 -2.826326e-03
12 0 1.020139e+00 -2.845256e-03 -2.825974e-03
13 0 1.020139e+00 -2.847419e-03 -2.825781e-03
14 0 1.020139e+00 -2.843362e-03 -2.825777e-03
15 0 1.020138e+00 -2.845422e-03 -2.825564e-03
16 0 1.020137e+00 -2.841484e-03 -2.825368e-03
17 0 1.020136e+00 -2.843976e-03 -2.824974e-03
18 0 1.020135e+00 -2.839431e-03 -2.824818e-03
19 0 1.020135e+00 -2.843032e-03 -2.824248e-03
20 0 1.020134e+00 -2.838433e-03 -2.823855e-03
21 0 1.020134e+00 -2.843159e-03 -2.823436e-03
22 0 1.020133e+00 -2.838289e-03 -2.823041e-03
23 0 1.020132e+00 -2.842889e-03 -2.822479e-03
24 0 1.020131e+00 -2.838005e-03 -2.821793e-03
25 0 1.020130e+00 -2.842731e-03 -2.821311e-03
26 0 1.020128e+00 -2.837609e-03 -2.820643e-03
27 0 1.020126e+00 -2.841962e-03 -2.819980e-03
28 0 1.020125e+00 -2.836462e-03 -2.819638e-03
29 0 1.020122e+00 -2.840558e-03 -2.819358e-03
30 0 1.020120e+00 -2.834920e-03 -2.819060e-03
31 0 1.020118e+00 -2.839101e-03 -2.818854e-03
32 0 1.020117e+00 -2.833106e-03 -2.818661e-03
33 0 1.020115e+00 -2.837667e-03 -2.818349e-03
34 0 1.020113e+00 -2.831266e-03 -2.818240e-03
35 0 1.020112e+00 -2.836622e-03 -2.818167e-03
36 0 1.020111e+00 -2.830582e-03 -2.817960e-03
37 0 1.020110e+00 -2.836464e-03 -2.817535e-03
38 0 1.020110e+00 -2.830788e-03 -2.817211e-03
39 0 1.020109e+00 -2.836518e-03 -2.816909e-03
40 0 1.020109e+00 -2.831247e-03 -2.816421e-03
41 0 1.020109e+00 -2.836655e-03 -2.816241e-03
42 0 1.020109e+00 -2.831254e-03 -2.815859e-03
43 0 1.020109e+00 -2.836308e-03 -2.815572e-03
44 0 1.020109e+00 -2.831124e-03 -2.815249e-03
